Code,MumCode,Sire,Code_anon,MumCode_anon,Sire_anon
WAL09,DIC95,FLG00,C3961,M0796,D071
WRE09,WAG96,EID01,C4409,M0761,D334
WSD09,MLR96,NA,C5475,M0715,NA
YOG09,YOS01,NA,C4417,M0798,NA
ABS08,IVO99,IVY96,C0571,M0549,D331
ACC08,MLD04,NA,C3109,M0665,NA
APA08,SEQ99,KNO99,C3437,M0895,D295
ARB08,COF01,NA,C6006,M0408,NA
AZU08,CRM01,ZUC98,C1431,M0088,D129
BEL08,TIN02,ZUC98,C5064,M0778,D129
BIE08,CFI94,MOU02,C5968,M0852,D418
BOM08,BIT01,NA,C1817,M0512,NA
BSY08,MLN97,NA,C4291,M0711,NA
BUM08,NET99,CEDRI,C5496,M0479,D410
CCK08,DTN04,NA,C0834,M0526,NA
CER08,PRC02,PERCY,C2656,M0355,D216
CET08,RUF02,MOU02,C5989,M0486,D418
CHD08,BIE01,NA,C0865,M0314,NA
CHM08,HOC05,CEDRI,C4558,M0769,D410
CHN08,TRT97,QUN94,C0979,M0504,D382
CLK08,GRA99,PERCY,C0829,M0202,D216
CMR08,CLT97,MOU02,C0252,M0885,D418
CMT08,MLN00,DIL02,C4416,M0477,D149
CND08,TIN98,CLW00,C2467,M0085,D298
CNK08,BEA00,NA,C2450,M0449,NA
CNN08,RUM01,MRY02,C4225,M0721,D139
CPY08,MOU03,NIGEL,C1039,M0384,D408
CSH08,WAL03,NIGEL,C4224,M0642,D408
DAI08,MRG03,STE05,C5526,M0742,D363
DEO08,CED99,NA,C2935,M0942,NA
DID08,FDL00,STUAR,C4437,M0101,D507
DUB08,STI02,STUAR,C3663,M0596,D507
EMB08,CND04,CLW00,C0686,M0295,D298
FANKY,NA,NA,C6037,NA,NA
FMR08,HOL00,NIGEL,C3235,M0949,D408
FRR08,FAL99,NA,C1993,M0334,NA
FRT08,BUT96,SYC00,C4721,M0952,D487
FTH08,WSD00,ZUC98,C2296,M0221,D129
GCE08,FTH03,TNG97,C3333,M0190,D229
GLI08,HON00,NA,C5048,M0631,NA
GLR08,LPA02,NA,C5904,M0940,NA
GNB08,SLO01,RAP00,C3921,M0867,D137
HDI08,RAP03,IVY96,C0159,M0935,D331
HED08,IVY97,HAW99,C0556,M0725,D293
HIA08,PID97,PERCY,C5138,M0620,D216
HIR08,FUL93,AIDAN,C1522,M0582,D196
HON08,SUN93,NA,C2600,M0669,NA
HOO08,CGH00,SYC97,C3443,M0615,D231
JAE08,BNX95,AIDAN,C5594,M0021,D196
JAY08,CGH95,PERCY,C5887,M0645,D216
LAR08,KIT95,AIDAN,C1900,M0630,D196
LCH08,CED00,PERCY,C3224,M0724,D216
LPA08,LMS97,PERRN,C4071,M0606,D443
LUT08,FDL03,NIGEL,C0723,M0046,D408
MAP08,CED02,NA,C1281,M0515,NA
MEE08,YEW99,AIDAN,C4767,M1025,D196
MEG08,MAR95,NA,C3733,M0654,NA
MIC08,SCR04,IVY96,C1135,M0694,D331
MLT08,CRM03,NA,C0473,M0114,NA
MNG08,TRT03,QUN94,C3755,M0668,D382
MNT08,SUR95,D0552,C4660,M0898,D086
MOU08,DIC94,SKU97,C2680,M0291,D315
MTT08,TNG99,GEC97,C0509,M0217,D322
NAV08,SEQ05,ALD99,C2640,M0458,D154
NEB08,STA97,NA,C1915,M0575,NA
NEC08,SPL98,STUAR,C3775,M0149,D507
NET08,DOC94,HAW99,C1354,M0377,D293
NICKO,NA,NA,C4348,NA,NA
ONY08,RBY05,WILTS,C5993,M0305,D445
OPA08,STO96,SYC00,C4606,M0904,D487
OXY08,DOC96,NIGEL,C4489,M0250,D408
PCL08,PIC98,PERCY,C4265,M0522,D216
PCN08,WAL02,NIGEL,C5391,M0425,D408
PCO08,VIO97,SYC97,C6005,M0045,D231
PHA08,LPA04,NA,C4181,M0924,NA
PKN08,CNK04,NA,C4321,M0786,NA
PUF08,POM97,AIDAN,C0703,M0864,D196
PUM08,CND03,ZUC98,C1478,M0833,D129
RAD08,DEO05,D0552,C0285,M0957,D086
RDD08,CLK04,PERCY,C2925,M0436,D216
RPP08,RUF00,AIDAN,C2409,M0865,D196
RUF08,GOD97,WILTS,C5729,M0035,D445
SAG08,SEM95,MND99,C4523,M0370,D166
SAP08,RBY02,D0547,C2055,M0129,D319
SIG08,RPP03,RAP00,C2107,M0972,D137
SLR08,FLG98,NIGEL,C0907,M0546,D408
SOX08,SEQ01,ALD99,C3414,M0880,D154
SPL08,SAM94,ETN04,C1640,M0031,D043
SSK08,CHF01,NA,C2528,M0639,NA
STE08,FAL01,D0584,C4593,M0306,D446
TEI08,MNT04,NA,C3561,M0592,NA
TIC08,CLO96,NIGEL,C3503,M0228,D408
TONKS,MOPRX,DIL99,C4006,M0531,D115
TTL08,LMS00,SYC97,C3446,M0616,D231
TUI08,TTL04,NA,C1552,M0094,NA
TWX08,WIS01,MND99,C0334,M0255,D166
UKL08,FDL99,STUAR,C5884,M0652,D507
VES08,NET02,CEDRI,C1616,M0433,D410
WAL08,DIC95,NIGEL,C3622,M0796,D408
WIS08,CRB95,NA,C5897,M0889,NA
WSD08,MLR96,QUN94,C4873,M0715,D382
YOG08,YOS01,IVY96,C1463,M0798,D331
ANM07,BAC98,NA,C1088,M0275,NA
APA07,SEQ99,NIGEL,C0944,M0895,D408
ARA07,HED01,KIT96,C2266,M0001,D470
AXL07,SLA03,NA,C1752,M0568,NA
AYE07,MEE03,SYC97,C5604,M1014,D231
AZU07,CRM01,FRA96,C2868,M0088,D189
BNS07,PCL02,NA,C3991,M0028,NA
BOBBY,NA,NA,C5105,NA,NA
BOM07,BIT01,NA,C5385,M0512,NA
BROAD,NA,NA,C4834,NA,NA
BRY07,HIR03,SPL99,C1430,M0054,D148
BUM07,NET99,CEDRI,C5964,M0479,D410
BUT07,BCL93,NA,C1130,M0538,NA
CBL07,GRA02,TNY94,C1622,M0788,D348
CCK07,DTN04,ALD99,C3533,M0526,D154
CCL07,STR00,AIDAN,C1014,M0059,D196
CER07,PRC02,NA,C1000,M0355,NA
CET07,RUF02,STUAR,C5061,M0486,D507
CHD07,BIE01,NA,C5525,M0314,NA
CHF07,WAG95,TKN99,C3583,M0193,D104
CHK07,SOX04,UKL05,C0297,M0147,D256
CLL07,VIO96,PERCY,C5919,M0684,D216
CLR07,ZUC01,PERCY,C6003,M0166,D216
CLW07,STI94,NA,C1145,M0163,NA
CMR07,CLT97,NA,C3169,M0885,NA
CND07,TIN98,STUAR,C3067,M0085,D507
CRM07,OCH96,ZUC98,C2702,M0246,D129
CSH07,WAL03,NA,C0506,M0642,NA
DAMMY,NA,NA,C0061,NA,NA
DEO07,CED99,NA,C4853,M0942,NA
EID07,MAL93,SYC00,C1866,M0151,D487
FOU07,SUL90,AIDAN,C2491,M0570,D196
FRT07,BUT96,PERRN,C0466,M0952,D443
FTH07,WSD00,SPL99,C4230,M0221,D148
FUD07,WIS02,NA,C5547,M0238,NA
GCE07,FTH03,TNG97,C4984,M0190,D229
GKG07,CED04,NA,C1378,M0157,NA
GLR07,LPA02,TNG97,C4749,M0940,D229
GNB07,SLO01,CEDRI,C4780,M0867,D410
GRA07,FAN90,EGR95,C3201,M0185,D350
GYP07,TIN00,ART00,C1963,M0700,D042
HED07,IVY97,NIGEL,C5859,M0725,D408
HEL07,ORC95,TNY94,C3993,M0098,D348
HIA07,PID97,NA,C2295,M0620,NA
HMS07,FAL03,NA,C5282,M0722,NA
HOC07,HOL97,PRN01,C5390,M0038,D515
HOO07,CGH00,PERCY,C5574,M0615,D216
JAD07,RBY03,FRA96,C0022,M0244,D189
KLD07,BNX94,AIDAN,C1016,M0970,D196
KNO07,TRK87,NA,C5069,M0132,NA
LEX07,OPA03,SYC97,C0310,M0581,D231
LIL07,THU96,MOU02,C1990,M0058,D418
LMS07,GOD94,SYC02,C5336,M0404,D228
LNX07,DEO03,NA,C3361,M0457,NA
LPA07,LMS97,ZUC98,C0527,M0606,D129
MAP07,CED02,FRT02,C1968,M0515,D202
MEG07,MAR95,DOC95,C3548,M0654,D412
MGH07,MEG00,HAW99,C4411,M0303,D293
MLD07,HRM99,WILTS,C5062,M0078,D445
MLN07,BEE93,TNG97,C3373,M0208,D229
MLT07,CRM03,DIL99,C5199,M0114,D115
MNG07,TRT03,TNY94,C5313,M0668,D348
MNM07,CHN03,PERCY,C1420,M0910,D216
MOU07,DIC94,HAW99,C4672,M0291,D293
MOZ07,BIE97,CLW00,C5276,M0330,D298
NEB07,STA97,HAW99,C1757,M0575,D293
NET07,DOC94,CEDRI,C0154,M0377,D410
NOS07,FRR03,NA,C4044,M0601,NA
OPA07,STO96,GEC97,C2240,M0904,D322
ORA07,ANM02,NIGEL,C0038,M0417,D408
ORY07,JAE02,AIDAN,C3488,M1026,D196
PAN07,PID95,SPL99,C4520,M0194,D148
PCN07,WAL02,CEDRI,C3151,M0425,D410
PCO07,VIO97,NA,C5774,M0045,NA
PHA07,LPA04,GEC97,C0155,M0924,D322
PIMPE,NA,NA,C3155,NA,NA
PLT07,KNO03,SPD01,C1279,M0915,D053
POM07,BNX93,DOC95,C0403,M0359,D412
PRC07,TRT98,ALD99,C4907,M0367,D154
PUF07,POM97,AIDAN,C0054,M0864,D196
RBY07,STO98,WILTS,C1564,M0393,D445
RHU07,ALD03,ZUC98,C1897,M0432,D129
RIB07,BCL96,CLT95,C4285,M0033,D027
ROM07,TIN95,NA,C1083,M0346,NA
RUF07,GOD97,STUAR,C2971,M0035,D507
RUM07,STI96,STUAR,C3179,M0063,D507
SAG07,SEM95,NA,C3662,M0370,NA
SCP07,EID03,TNY94,C3454,M0489,D348
SCR07,GRA93,SYC97,C0105,M0096,D231
SCT07,CRM99,PERCY,C0896,M0027,D216
SEQ07,SYC91,STUAR,C4938,M0130,D507
SIG07,RPP03,WILTS,C3535,M0972,D445
SLA07,GEC95,FRA96,C3040,M0390,D189
SLL07,PAN00,SPL99,C4513,M1021,D148
SLO07,GIN93,CEDRI,C4163,M0961,D410
SOX07,SEQ01,SYC97,C2551,M0880,D231
STE07,FAL01,NA,C3834,M0306,NA
TIC07,CLO96,NIGEL,C5783,M0228,D408
TSU07,MNS03,AIDAN,C0884,M0339,D196
VES07,NET02,CEDRI,C4432,M0433,D410
VNS07,BUT02,CLT95,C0917,M0600,D027
WAG07,LPW91,NIGEL,C3743,M0332,D408
WAL07,DIC95,NIGEL,C5445,M0796,D408
WHF07,WHZ02,TNY94,C4589,M0435,D348
WHZ07,CGH94,TNY94,C4275,M0701,D348
WRE07,WAG96,WILTS,C5871,M0761,D445
YOS07,SEQ96,TNY94,C2777,M0978,D348
ABS06,IVO99,EGR93,C0961,M0549,D375
ALD06,SUR87,CRD99,C5234,M0308,D057
ANM06,BAC98,DOC95,C5942,M0275,D412
ARA06,HED01,CEDRI,C3861,M0001,D410
ARB06,COF01,FRO95,C4342,M0408,D274
ARDBG,NA,NA,C4546,NA,NA
BIE06,CFI94,CSK93,C3724,M0852,D085
BOM06,BIT01,DIL99,C1374,M0512,D115
BRY06,HIR03,CSK95,C2085,M0054,D469
BSY06,MLN97,ZUC98,C2084,M0711,D129
BUM06,NET99,CEDRI,C2717,M0479,D410
BUT06,BCL93,CSK93,C3510,M0538,D085
CBL06,GRA02,CRD99,C4905,M0788,D057
CCL06,STR00,AIDAN,C5165,M0059,D196
CER06,PRC02,IVY96,C5136,M0355,D331
CET06,RUF02,EGR93,C3492,M0486,D375
CHD06,BIE01,BULBY,C3632,M0314,D197
CHN06,TRT97,PRN99,C0464,M0504,D490
CLK06,GRA99,HAW99,C1422,M0202,D293
CLR06,ZUC01,NA,C2899,M0166,NA
CLV06,KNO02,PAP94,C5452,M0262,D485
CLW06,STI94,CSK93,C2608,M0163,D085
CMT06,MLN00,DOC02,C0586,M0477,D488
CND06,TIN98,ZUC96,C1681,M0085,D070
CNK06,BEA00,AIDAN,C4161,M0449,D196
CNN06,RUM01,ALD99,C5044,M0721,D154
CPY06,MOU03,NIGEL,C5794,M0384,D408
DID06,FDL00,STUAR,C5053,M0101,D507
DOPPI,NA,NA,C4561,NA,NA
DTN06,TRT00,STUAR,C5076,M0120,D507
DUB06,STI02,CSK93,C1719,M0596,D085
FDL06,VIO89,CEL97,C2479,M1006,D465
FMR06,HOL00,CSK95,C3814,M0949,D469
FOU06,SUL90,AIDAN,C1847,M0570,D196
FRR06,FAL99,NA,C4255,M0334,NA
FRT06,BUT96,TNG95,C5335,M0952,D358
GAN06,SUL94,AIDAN,C4530,M0945,D196
GLI06,HON00,FRO95,C1571,M0631,D274
GRA06,FAN90,NA,C4959,M0185,NA
GTR06,CLL02,FRO95,C2707,M0014,D274
HED06,IVY97,PERCY,C5166,M0725,D216
HIA06,PID97,TNY94,C2862,M0620,D348
HON06,SUN93,FRO95,C2867,M0669,D274
IVY06,ILE87,SYC97,C3846,M0827,D231
KLD06,BNX94,DPU94,C5354,M0970,D096
KRM06,TIK01,HAL98,C3994,M0579,D211
LAR06,KIT95,AIDAN,C5852,M0630,D196
LCH06,CED00,TNY94,C5121,M0724,D348
LIL06,THU96,TNY94,C5031,M0058,D348
LMS06,GOD94,TNG95,C1634,M0404,D358
LNX06,DEO03,NA,C0629,M0457,NA
LONGT,NA,NA,C4346,NA,NA
LPA06,LMS97,GEC97,C1345,M0606,D322
MAP06,CED02,NA,C1749,M0515,NA
MEE06,YEW99,FLG00,C5157,M1025,D071
MEG06,MAR95,DOC95,C1886,M0654,D412
MGH06,MEG00,DPU94,C2761,M0303,D096
MLD06,HRM99,TNY94,C3778,M0078,D348
MNS06,STR96,AIDAN,C2885,M0541,D196
MNT06,SUR95,PRN99,C4861,M0898,D490
MOU06,DIC94,FLG00,C4016,M0291,D071
MRG06,THS98,TNY94,C4857,M0095,D348
MRY06,MAR93,DPU94,C1143,M0175,D096
MTT06,TNG99,IVY96,C4799,M0217,D331
NAN06,SQU01,SYC97,C1280,M0900,D231
NEB06,STA97,AIDAN,C0825,M0575,D196
NEC06,SPL98,CEL97,C1596,M0149,D465
NET06,DOC94,CEDRI,C5649,M0377,D410
OPA06,STO96,PERCY,C0164,M0904,D216
OXA06,SRL91,NA,C0548,M0809,NA
OXY06,DOC96,NIGEL,C4990,M0250,D408
PAN06,PID95,EID01,C1862,M0194,D334
PCL06,PIC98,PERCY,C4634,M0522,D216
PCN06,WAL02,CEDRI,C3870,M0425,D410
PCO06,VIO97,PERCY,C1423,M0045,D216
POM06,BNX93,AIDAN,C0748,M0359,D196
PRC06,TRT98,PRN99,C3525,M0367,D490
PUF06,POM97,AIDAN,C4575,M0864,D196
RAP06,THU94,PERCY,C3342,M0502,D216
RBY06,STO98,EGR95,C0653,M0393,D350
RPP06,RUF00,FLG00,C2830,M0865,D071
RUB06,GRA98,TNY94,C3325,M0729,D348
RUF06,GOD97,CSK93,C5886,M0035,D085
RUM06,STI96,CSK93,C0060,M0063,D085
SAG06,SEM95,SYC00,C2779,M0370,D487
SAP06,RBY02,NA,C0948,M0129,NA
SARGA,NA,DIL99,C0126,NA,D115
SCR06,GRA93,TNY94,C2541,M0096,D348
SCRAT,NA,CLO95,C1043,NA,D513
SFY06,ROM02,PRT97,C6046,M0442,D505
SHORT,NA,NA,C5599,NA,NA
SIG06,RPP03,BNX96,C3816,M0972,D225
SLA06,GEC95,OVA98,C0289,M0390,D361
SLL06,PAN00,CEL97,C3275,M1021,D465
SLR06,FLG98,CEDRI,C0196,M0546,D410
SMOOT,NA,SPD00,C5034,NA,D367
SOUTH,NA,NA,C5693,NA,NA
SOX06,SEQ01,CLT95,C0129,M0880,D027
SPL06,SAM94,CSK93,C3217,M0031,D085
SSK06,CHF01,TNY94,C0881,M0639,D348
STRKE,NA,NA,C3637,NA,NA
TAMDU,NA,NA,C0784,NA,NA
TIC06,CLO96,CEDRI,C4498,M0228,D410
TIK06,HAL95,CRD99,C1152,M0586,D057
TIN06,THU91,HAW99,C2919,M0371,D293
TTL06,LMS00,PRN99,C3407,M0616,D490
TWX06,WIS01,SKU97,C0750,M0255,D315
UKL06,FDL99,PERRN,C3707,M0652,D443
VES06,NET02,CEDRI,C3701,M0433,D410
VNL06,DOT02,NA,C4718,M0791,NA
VNS06,BUT02,WILTS,C5966,M0600,D445
WAG06,LPW91,AIDAN,C1396,M0332,D196
WAL06,DIC95,CEDRI,C3410,M0796,D410
WIS06,CRB95,FRA96,C3941,M0889,D189
WSD06,MLR96,HAL98,C0889,M0715,D211
YEW06,HOL94,FRT02,C1800,M0803,D202
YOG06,YOS01,PERRN,C4451,M0798,D443
ZUC06,CUC91,TNY94,C3931,M0611,D348
APA05,SEQ99,IVY96,C1726,M0895,D331
ARA05,HED01,NA,C5073,M0001,NA
AZU05,CRM01,GEC97,C2357,M0088,D322
BEA05,MOO96,DOC95,C1608,M0884,D412
BLINK,NA,NA,C3769,NA,NA
BNS05,PCL02,NA,C0627,M0028,NA
BUT05,BCL93,CLT95,C3241,M0538,D027
CAY05,CPS97,D0571,C1593,M0220,D093
CHD05,BIE01,CEL97,C1656,M0314,D465
CHF05,WAG95,NA,C3386,M0193,NA
CHN05,TRT97,FRO95,C5855,M0504,D274
CMR05,CLT97,BULBY,C1311,M0885,D197
CMT05,MLN00,PERCY,C1954,M0477,D216
CNE05,TUS01,SYC96,C5365,M0516,D472
CRM05,OCH96,CGH97,C5847,M0246,D301
DEO05,CED99,NA,C2360,M0942,NA
DRP05,SAX99,PRN01,C1090,M0540,D515
EID05,MAL93,D0546,C0455,M0151,D454
ESP05,LTE02,D0571,C2343,M1018,D093
FDL05,VIO89,NA,C4500,M1006,NA
FOP05,DAN90,CEDRI,C2438,M0648,D410
FOU05,SUL90,NA,C3208,M0570,NA
FRR05,FAL99,PRN99,C3703,M0334,D490
FRT05,BUT96,FRA96,C2669,M0952,D189
FTH05,WSD00,FRO95,C2435,M0221,D274
GAN05,SUL94,CSK93,C0705,M0945,D085
GINGR,NA,NA,C2604,NA,NA
GLR05,LPA02,SAM97,C5088,M0940,D436
GYP05,TIN00,TNG94,C2447,M0700,D421
HEL05,ORC95,TNY94,C2740,M0098,D348
HIA05,PID97,NA,C2765,M0620,NA
HIR05,FUL93,NA,C5091,M0582,NA
HOC05,HOL97,CEDRI,C4078,M0038,D410
HOO05,CGH00,FRA96,C0049,M0615,D189
JAE05,BNX95,SANDY,C5958,M0021,D054
JAY05,CGH95,TNY94,C0538,M0645,D348
KLD05,BNX94,DOC95,C5719,M0970,D412
KRB05,ALD01,SUR97,C3575,M0115,D282
KRM05,TIK01,SYC96,C5616,M0579,D472
LAPHR,NA,DIL99,C3460,NA,D115
LAR05,KIT95,CSK93,C1959,M0630,D085
LAVAL,NA,NA,C1029,NA,NA
LMS05,GOD94,EGR93,C5760,M0404,D375
MEE05,YEW99,CSK93,C0133,M1025,D085
MGH05,MEG00,DPU94,C3554,M0303,D096
MNN05,DIL01,D0546,C2234,M0171,D454
MOU05,DIC94,MAL95,C0621,M0291,D248
MOZ05,BIE97,CEL97,C5687,M0330,D465
MRY05,MAR93,SANDY,C0994,M0175,D054
NAN05,SQU01,NA,C0123,M0900,NA
NEC05,SPL98,CEL97,C2803,M0149,D465
ORIGA,NA,NA,C1222,NA,NA
OXA05,SRL91,SYC96,C4980,M0809,D472
OXY05,DOC96,TNG94,C0676,M0250,D421
PAN05,PID95,BNX96,C1263,M0194,D225
PRC05,TRT98,ZUC96,C5154,M0367,D070
PUF05,POM97,SANDY,C0524,M0864,D054
PYTHA,NA,NA,C2441,NA,NA
RBY05,STO98,TNY94,C0419,M0393,D348
RIB05,BCL96,IVY96,C4720,M0033,D331
RPP05,RUF00,BULBY,C1250,M0865,D197
RUB05,GRA98,TNG94,C4719,M0729,D421
RUF05,GOD97,CEL97,C5926,M0035,D465
SCT05,CRM99,FRA96,C4096,M0027,D189
SEQ05,SYC91,CLT95,C3301,M0130,D027
SHADO,NA,NA,C3631,NA,NA
SLA05,GEC95,NA,C4933,M0390,NA
SLO05,GIN93,TNG94,C4421,M0961,D421
SLR05,FLG98,WOD96,C1569,M0546,D447
SNZ05,WHZ00,TNY94,C5582,M0938,D348
STE05,FAL01,TNG94,C5232,M0306,D421
TIK05,HAL95,SYC96,C0414,M0586,D472
TLSK1,NA,NA,C0092,NA,NA
TRT05,OCH90,FRA96,C0335,M0318,D189
TSL05,THS96,TNY94,C3658,M0641,D348
UKL05,FDL99,CLT95,C3748,M0652,D027
WAL05,DIC95,WOD96,C2517,M0796,D447
WHZ05,CGH94,TNY94,C0121,M0701,D348
WIS05,CRB95,NA,C0809,M0889,NA
WRE05,WAG96,NA,C2434,M0761,NA
WSD05,MLR96,FRO95,C4274,M0715,D274
YOS05,SEQ96,TNY94,C1590,M0978,D348
ZAPHO,NA,NA,C1338,NA,NA
ZUC05,CUC91,TNY94,C0730,M0611,D348
ABS04,IVO99,DSA07,C3669,M0549,D455
ANM04,BAC98,AIDAN,C1713,M0275,D196
APA04,SEQ99,BNX96,C3334,M0895,D225
ARB04,COF01,GEC97,C1591,M0408,D322
ARD04,ALD98,SYC97,C3340,M0547,D231
BEA04,MOO96,DOC95,C5995,M0884,D412
BHN04,MAS99,SYC96,C5037,M0032,D472
BIE04,CFI94,BULBY,C1115,M0852,D197
BLF04,BLF95,NA,C3522,M0266,NA
BNN04,OAT94,CSK93,C2583,M0584,D085
BOM04,BIT01,HAW99,C0751,M0512,D293
BSY04,MLN97,GEC97,C1924,M0711,D322
BUM04,NET99,THS95,C3830,M0479,D493
BUT04,BCL93,CLT95,C2079,M0538,D027
CAY04,CPS97,BRG90,C0356,M0220,D233
CED04,SEQ95,FRA96,C2195,M0019,D189
CHF04,WAG95,TAM94,C1506,M0193,D084
CHN04,TRT97,NA,C1377,M0504,NA
CLK04,GRA99,PERCY,C1356,M0202,D216
CLL04,VIO96,TNG94,C0595,M0684,D421
CLW04,STI94,BULBY,C1291,M0163,D197
CMR04,CLT97,BULBY,C1869,M0885,D197
CND04,TIN98,CEDRI,C1682,M0085,D410
CNE04,TUS01,ATH91,C5361,M0516,D087
CNK04,BEA00,GEC97,C4917,M0449,D322
CNN04,RUM01,AST95,C1844,M0721,D183
COA04,CRB97,TATTI,C1568,M0397,D217
DARWI,NA,NA,C0214,NA,NA
DID04,FDL00,NA,C1504,M0101,NA
DOT04,LPW93,THS95,C4483,M0980,D493
DRP04,SAX99,GEC97,C0434,M0540,D322
DSD17,NA,D0573,C0902,NA,D365
DTN04,TRT00,FRA96,C0215,M0120,D189
ETN04,ALD94,ZUC96,C4171,M0839,D070
FAL04,CHP94,NA,C6027,M0988,NA
FMR04,HOL00,TNG94,C1142,M0949,D421
FOP04,DAN90,NA,C2764,M0648,NA
FRA04,PEN90,CSK93,C4942,M0551,D085
FRR04,FAL99,DOC95,C0003,M0334,D412
GAN04,SUL94,CSK93,C5988,M0945,D085
GEN04,SAX98,NA,C2635,M0321,NA
GLI04,HON00,ATH91,C1925,M0631,D087
GNB04,SLO01,D0597,C0501,M0867,D393
GOB04,CSK98,WOD96,C5093,M0170,D447
GRA04,FAN90,TNG95,C0095,M0185,D358
GYP04,TIN00,NA,C3926,M0700,NA
HED04,IVY97,OCH92,C0721,M0725,D249
HIA04,PID97,OCH92,C4537,M0620,D249
HOC04,HOL97,BNX96,C2685,M0038,D225
HOL04,ILE86,MAL95,C0366,M0506,D248
HON04,SUN93,ATH91,C4671,M0669,D087
HOO04,CGH00,NA,C3671,M0615,NA
JUL04,JOW93,BULBY,C5925,M0126,D197
KRB04,ALD01,ZUC96,C2519,M0115,D070
LAC04,BCL95,IVY96,C2304,M0488,D331
LAR04,KIT95,THS95,C3087,M0630,D493
LCH04,CED00,TNY94,C4639,M0724,D348
LIL04,THU96,SQU98,C4611,M0058,D283
LLEAR,NA,NA,C1288,NA,NA
LMS04,GOD94,TNG95,C3625,M0404,D358
LNC04,SAX00,SYC96,C3081,M0933,D472
LPA04,LMS97,QUN94,C3309,M0606,D382
MAT04,MAR89,CSK95,C4552,M0030,D469
MAZUN,NA,NA,C1270,NA,NA
MDL04,FAN93,FRA96,C0238,M0210,D189
MEG04,MAR95,SANDY,C5426,M0654,D054
MLD04,HRM99,TNG94,C4747,M0078,D421
MLN04,BEE93,FDL97,C3890,M0208,D089
MNT04,SUR95,D0546,C0145,M0898,D454
MRY04,MAR93,SANDY,C3280,M0175,D054
MTT04,TNG99,TNG94,C4088,M0217,D421
NEB04,STA97,MAL95,C1684,M0575,D248
NEC04,SPL98,TNY94,C1160,M0149,D348
NET04,DOC94,TNG94,C2101,M0377,D421
OPA04,STO96,TNY94,C5731,M0904,D348
OXA04,SRL91,NA,C2461,M0809,NA
PAN04,PID95,TNG94,C1381,M0194,D421
PCL04,PIC98,ATH91,C0078,M0522,D087
PCO04,VIO97,CEDRI,C1180,M0045,D410
PMP04,MNT99,NA,C0694,M0874,NA
POM04,BNX93,DPU94,C1129,M0359,D096
PRC04,TRT98,NA,C0227,M0367,NA
PUF04,POM97,CSK93,C0064,M0864,D085
RNG04,BUT98,FRA96,C1407,M1022,D189
RUB04,GRA98,NA,C4068,M0729,NA
RUF04,GOD97,BULBY,C2730,M0035,D197
RUM04,STI96,BULBY,C2490,M0063,D197
SAG04,SEM95,CSK95,C0657,M0370,D469
SCR04,GRA93,TNY94,C1558,M0096,D348
SHL04,GRA96,BUZZA,C4930,M0414,D320
SLL04,PAN00,BNX96,C2678,M1021,D225
SOX04,SEQ01,CLT95,C0850,M0880,D027
SPL04,SAM94,BULBY,C1791,M0031,D197
SQU04,EGR91,CSK93,C3295,M0752,D085
SSK04,CHF01,CEDRI,C3452,M0639,D410
STB04,OPA99,TNG94,C5417,M0464,D421
STERN,NA,D0573,C2150,NA,D365
TIC04,CLO96,OCH92,C0487,M0228,D249
TIK04,HAL95,GEC97,C0269,M0586,D322
TIN04,THU91,EGR93,C5278,M0371,D375
TSL04,THS96,TNY94,C1389,M0641,D348
TTL04,LMS00,QUN94,C4190,M0616,D382
UKL04,FDL99,NA,C4981,M0652,NA
USAIN,NA,NA,C2512,NA,NA
WAG04,LPW91,CSK95,C4455,M0332,D469
WAL04,DIC95,WOD96,C1425,M0796,D447
WBEYS,NA,NA,C0098,NA,NA
WIS04,CRB95,DOC95,C0866,M0889,D412
WSD04,MLR96,NA,C1863,M0715,NA
ALD03,SUR87,D0546,C0332,M0308,D454
ALFIE,NA,NA,C4812,NA,NA
ANM03,BAC98,CSK95,C2691,M0275,D469
ARCHI,NA,D0573,C5261,NA,D365
BAC03,PTN93,TYS89,C5436,M0213,D099
BIE03,CFI94,BULBY,C0662,M0852,D197
BIT03,SQU97,MOBYD,C3248,M0999,D072
BNJ03,FDL96,NA,C3973,M0316,NA
BNN03,OAT94,BUZZA,C3012,M0584,D320
BRIMS,NA,NA,C1950,NA,NA
BUT03,BCL93,JUG90,C4490,M0538,D355
CAY03,CPS97,BRG90,C1834,M0220,D233
CED03,SEQ95,ATH91,C3216,M0019,D087
CHF03,WAG95,KKONG,C0797,M0193,D038
CHL03,PEP91,NA,C1623,M0413,NA
CHN03,TRT97,MOBYD,C5632,M0504,D072
CLL03,VIO96,KKONG,C5663,M0684,D038
CLW03,STI94,NA,C3317,M0163,NA
CND03,TIN98,MOBYD,C2481,M0085,D072
CRM03,OCH96,NA,C5342,M0246,NA
CSK03,ANK89,OCH92,C5808,M0378,D249
DEO03,CED99,MOBYD,C3757,M0942,D072
DOC03,HIC88,EGR93,C5003,M0781,D375
DRP03,SAX99,D0548,C5656,M0540,D253
EID03,MAL93,KKONG,C1908,M0151,D038
ETN03,ALD94,TNY94,C4602,M0839,D348
FAL03,CHP94,SANDY,C1393,M0988,D054
FDL03,VIO89,KKONG,C3972,M1006,D038
FOP03,DAN90,WOD96,C5226,M0648,D447
FOU03,SUL90,BUZZA,C1341,M0570,D320
