Code,MumCode,Sire,Code_anon,MumCode_anon,Sire_anon
WLK13,SLL07,D0551,C5287,M0242,D094
ZAP13,NAV08,ALD99,C5765,M0065,D154
ZEP13,WHF07,SPD01,C5876,M0097,D053
ALL12,PUF06,NA,C0989,M0131,NA
AME12,OPA08,BROWN,C4341,M0937,D387
APA12,SEQ99,CLW00,C5116,M0895,D298
ASB12,HOO05,RUSTY,C0592,M0219,D151
AYE12,MEE03,AIDAN,C2338,M1014,D196
AZU12,CRM01,ROGER,C5082,M0088,D207
BED12,GYP07,ROGER,C5449,M0463,D207
BMA12,CHN06,D0543,C5147,M0651,D391
BMB12,SSK06,NA,C3791,M0139,NA
BOO12,YOG06,WBEYS,C5358,M0539,D198
BRY12,HIR03,NA,C3294,M0054,NA
CAM12,MNM07,SYC02,C4178,M0862,D228
CBT12,AZU08,WBEYS,C0903,M0143,D198
CCH12,PAN06,FRT05,C3771,M0848,D337
CDN12,HOC07,FLG00,C1865,M0007,D071
CER12,PRC02,NA,C5609,M0355,NA
CET12,RUF02,ARCHI,C2322,M0486,D184
CHK12,SOX04,ROGER,C1426,M0147,D207
CHM12,HOC05,FLG00,C4371,M0769,D071
CHY12,CHK07,KAR02,C3341,M0265,D396
CML12,SLA06,NA,C2486,M0481,NA
CND12,TIN98,BROWN,C4534,M0085,D387
CNK12,BEA00,NA,C5792,M0449,NA
CPY12,MOU03,NA,C1100,M0384,NA
CRX12,LMS06,ROGER,C1326,M0629,D207
CSH12,WAL03,MOZ02,C5971,M0642,D230
CYA12,AZU05,WBEYS,C4817,M0499,D198
DAI12,MRG03,ROGER,C5355,M0742,D207
DAK12,SOX08,WBEYS,C2698,M0362,D198
DALEK,NA,NA,C1524,NA,NA
DARKO,NA,NA,C4944,NA,NA
DAW12,SLO05,CLW00,C5371,M0720,D298
DID12,FDL00,BSY02,C4496,M0101,D232
DIN12,CMR05,NA,C5840,M0677,NA
DRE12,PRC09,ETN04,C0668,M0391,D043
DUB12,STI02,ANM04,C0225,M0596,D381
EMB12,CND04,ROGER,C1482,M0295,D207
ERICC,NA,NA,C4585,NA,NA
FIB12,FMR06,BROWN,C3083,M0994,D387
FLT12,BEA05,NA,C2330,M0628,NA
FLU12,PCO06,NA,C3127,M0739,NA
GLR12,LPA02,WBEYS,C4888,M0940,D198
GNB12,SLO01,ART00,C3037,M0867,D042
HAZ12,LCH06,D0541,C5786,M0017,D305
HED12,IVY97,TUFTY,C0565,M0725,D403
HIM12,OXY06,ART00,C5796,M0040,D042
HNY12,NEC08,SPD01,C2611,M0345,D053
HOP12,FTH08,FRT03,C3777,M0776,D269
JAD12,RBY03,RUSTY,C4004,M0244,D151
KIRKK,NA,NA,C1936,NA,NA
LCH12,CED00,CMT06,C0177,M0724,D311
LEFTI,NA,NA,C4472,NA,NA
LEI12,RAP06,KAR02,C1669,M0080,D396
LPA12,LMS97,SYC02,C0906,M0606,D228
LUT12,FDL03,BRAVO,C1148,M0046,D204
LYR12,LUT08,MOU05,C0867,M0137,D332
MAJ12,PRC06,ROGER,C5714,M0820,D207
MCD12,WAL06,BROWN,C2763,M0319,D387
MCU12,MNG09,ETN04,C4827,M0452,D043
MDD12,MEG06,D0554,C2714,M0240,D261
MIC12,SCR04,NA,C4041,M0694,NA
MNG12,TRT03,WBEYS,C2984,M0668,D198
MNM12,CHN03,KAR02,C2146,M0910,D396
MNS12,STR96,FLG00,C2449,M0541,D071
NAV12,SEQ05,ALD99,C4292,M0458,D154
NEC12,SPL98,MOU05,C4778,M0149,D332
ONY12,RBY05,BROWN,C0293,M0305,D387
ORA12,ANM02,BROWN,C3797,M0417,D387
ORY12,JAE02,FLG00,C1626,M1026,D071
PCN12,WAL02,ART00,C4734,M0425,D042
PEA12,NEC05,DSD17,C1787,M0530,D153
PHA12,LPA04,ETN04,C4949,M0924,D043
PPL12,FRT07,NA,C4422,M0853,NA
PPY12,HON06,LAPHR,C5294,M0861,D405
PRC12,TRT98,KAR02,C0625,M0367,D396
PSS12,CND06,NA,C4395,M0492,NA
PUF12,POM97,FRT05,C1941,M0864,D337
QTZ12,TIC07,TRT02,C5698,M0373,D461
RAS12,MTT08,CLW00,C0053,M0360,D298
RBY12,STO98,SPL04,C1555,M0393,D460
RDD12,CLK04,BROWN,C1318,M0436,D387
RHE12,OXY05,SYC00,C2358,M0181,D487
ROB12,WRE07,FLG00,C0119,M0276,D071
RPP12,RUF00,BRAVO,C5493,M0865,D204
RSS12,SCT09,NA,C5748,M0320,NA
RUB12,GRA98,UKL05,C4630,M0729,D256
RUF12,GOD97,BROWN,C5994,M0035,D387
RUI12,KLD05,NA,C4162,M0323,NA
RUM12,STI96,NA,C3370,M0063,NA
SAP12,RBY02,ARCHI,C2554,M0129,D184
SCOTT,NA,NA,C4158,NA,NA
SCP12,EID03,KAR02,C3063,M0489,D396
SHAPL,NA,NA,C2881,NA,NA
SHE12,DID09,MOZ03,C2876,M0326,D438
SHZ12,MLT07,D0567,C3230,M0107,D036
SLA12,GEC95,D0551,C5300,M0390,D094
SOX12,SEQ01,WSD06,C3943,M0880,D398
SPD12,KNO95,NA,C4627,M0460,NA
SPOCK,NA,NA,C5100,NA,NA
SPY12,RPP08,BRAVO,C5987,M0487,D204
STAMM,NA,NA,C3547,NA,NA
STN12,LMS05,CLW00,C3839,M0696,D298
SWT12,FRT06,MND99,C1235,M0382,D166
TNQ12,GNB07,BROWN,C2006,M0869,D387
TNS12,LMS07,WSD08,C1138,M0344,D353
TOK12,SLA07,D0551,C5957,M0908,D094
TRX12,TIN04,D0582,C1089,M1000,D077
TTL12,LMS00,ETN04,C0890,M0616,D043
TUI12,TTL04,NA,C5992,M0094,NA
TWL12,WIS06,NA,C4751,M0128,NA
UKL12,FDL99,NA,C5272,M0652,NA
ULU12,DID06,UKL05,C0562,M0478,D256
USS12,MEE05,MOZ02,C1105,M0476,D230
VES12,NET02,TUFTY,C5206,M0433,D403
WAS12,BUM06,ART00,C1517,M0327,D042
WHF12,WHZ02,BROWN,C0776,M0435,D387
WLL12,LCH08,D0541,C3431,M0354,D305
WSD12,MLR96,D0543,C1476,M0715,D391
YOG12,YOS01,SHAGG,C2718,M0798,D031
ZAP12,NAV08,NA,C4637,M0065,NA
ZEP12,WHF07,SPL04,C2083,M0097,D460
ABS11,IVO99,PCN06,C2890,M0549,D475
ACA11,GKG07,WBEYS,C4036,M0443,D198
ALL11,PUF06,FLG00,C2286,M0131,D071
ARA11,HED01,TRT02,C2456,M0001,D461
ARB11,COF01,BROWN,C2683,M0408,D387
AXL11,SLA03,NA,C2731,M0568,NA
AZU11,CRM01,NA,C5168,M0088,NA
BMA11,CHN06,KAR02,C0497,M0651,D396
BRY11,HIR03,MND99,C4407,M0054,D166
CAM11,MNM07,KAR02,C0526,M0862,D396
CBH11,CCK07,ROGER,C5288,M0439,D207
CBS11,ZUC03,TNG97,C5504,M0985,D229
CDN11,HOC07,ARCHI,C0765,M0007,D184
CET11,RUF02,NA,C2067,M0486,NA
CHD11,BIE01,BSY02,C0779,M0314,D232
CLR11,ZUC01,NA,C2755,M0166,NA
CML11,SLA06,NA,C1945,M0481,NA
CMR11,CLT97,NA,C1712,M0885,NA
CMT11,MLN00,WBEYS,C2634,M0477,D198
CNK11,BEA00,NA,C5220,M0449,NA
CNN11,RUM01,BSY02,C3475,M0721,D232
CSH11,WAL03,TUFTY,C0045,M0642,D403
CYA11,AZU05,NA,C1845,M0499,NA
DEN11,PRC07,KAR02,C1779,M1020,D396
DSB18,NA,MNS06,C2507,NA,D374
DUB11,STI02,SPD01,C0354,M0596,D053
FUD11,WIS02,NA,C5733,M0238,NA
GLR11,LPA02,NA,C3869,M0940,NA
GRL11,CCK08,NA,C3615,M0236,NA
GYP11,TIN00,TNG97,C4308,M0700,D229
HDI11,RAP03,RUSTY,C3904,M0935,D151
HDX11,GTR06,ROGER,C5195,M0232,D207
HIA11,PID97,PERCY,C4559,M0620,D216
HOC11,HOL97,FLG00,C4908,M0038,D071
HUMBL,D0533,D0582,C3455,M0177,D077
LAR11,KIT95,FLG00,C2961,M0630,D071
LAV11,CLK06,RUSTY,C2205,M0850,D151
LAZ11,AZU07,DEO07,C2672,M0907,D423
LEBRO,NA,NA,C2515,NA,NA
LIN11,CHF07,CMT06,C0841,M0653,D311
LPA11,LMS97,NA,C5007,M0606,NA
MCD11,WAL06,TUFTY,C1645,M0319,D403
MEE11,YEW99,FLG00,C3422,M1025,D071
MEG11,MAR95,SPL04,C2872,M0654,D460
MIC11,SCR04,RUSTY,C1099,M0694,D151
MNG11,TRT03,KAR02,C5421,M0668,D396
MNM11,CHN03,KAR02,C2200,M0910,D396
MNT11,SUR95,BROWN,C2939,M0898,D387
MYF11,BUT06,CLW00,C1072,M0967,D298
NAV11,SEQ05,BSY02,C1509,M0458,D232
ONY11,RBY05,RUSTY,C3298,M0305,D151
OPA11,STO96,SPL04,C1667,M0904,D460
ORA11,ANM02,ARCHI,C0945,M0417,D184
OXY11,DOC96,ART00,C2610,M0250,D042
PACKH,D0526,JAE05,C2000,M0403,D026
PCN11,WAL02,TUFTY,C5805,M0425,D403
PCO11,VIO97,RUSTY,C0637,M0045,D151
PHA11,LPA04,NA,C4497,M0924,NA
PKN11,CNK04,NA,C5214,M0786,NA
PPL11,FRT07,MOZ03,C1515,M0853,D438
PPT11,WAG06,FLG00,C4510,M0042,D071
PPY11,HON06,ROGER,C4708,M0861,D207
PRC11,TRT98,PERCY,C0975,M0367,D216
PUF11,POM97,FLG00,C0201,M0864,D071
RPP11,RUF00,SYC00,C1759,M0865,D487
RUNAW,MORUN,D0567,C1450,M0490,D036
SAP11,RBY02,RUSTY,C5851,M0129,D151
SCIMI,NA,NA,C3439,NA,NA
SHZ11,MLT07,NA,C5902,M0107,NA
SLL11,PAN00,ARCHI,C2015,M1021,D184
SLR11,FLG98,D0551,C3796,M0546,D094
SOX11,SEQ01,BSY02,C1604,M0880,D232
STANL,NA,NA,C2125,NA,NA
STE11,FAL01,NA,C4736,M0306,NA
STN11,LMS05,TNG97,C2629,M0696,D229
STRAC,NA,NA,C0474,NA,NA
SWT11,FRT06,FLG00,C1642,M0382,D071
TIC11,CLO96,MOZ02,C5963,M0228,D230
TLS11,SCR06,CLW00,C0246,M0534,D298
TNS11,LMS07,SHAGG,C5296,M0344,D031
TOLER,NA,NA,C3609,NA,NA
TSU11,MNS03,NA,C4287,M0339,NA
TYWIN,NA,NA,C0634,NA,NA
UKL11,FDL99,NA,C4725,M0652,NA
URC11,ANM06,D0554,C0345,M0361,D261
VANNY,NA,NA,C3896,NA,NA
VIP11,VES06,ARCHI,C0747,M0881,D184
VNL11,DOT02,NA,C2087,M0791,NA
VNS11,BUT02,NA,C0727,M0600,NA
WAL11,DIC95,ART00,C4784,M0796,D042
WLK11,SLL07,ARCHI,C5167,M0242,D184
WRE11,WAG96,NA,C4125,M0761,NA
WSD11,MLR96,KAR02,C3082,M0715,D396
ACA10,GKG07,D0543,C5603,M0443,D391
APA10,SEQ99,BRAVO,C1511,M0895,D204
ARA10,HED01,MOZ03,C5332,M0001,D438
ARB10,COF01,NA,C3143,M0408,NA
ASB10,HOO05,MOU02,C3591,M0219,D418
ATA10,VNS06,STUAR,C2272,M0188,D507
AXL10,SLA03,NA,C1638,M0568,NA
AYE10,MEE03,TSL05,C5933,M1014,D179
AZU10,CRM01,SYC02,C2212,M0088,D228
BMA10,CHN06,KAR02,C3805,M0651,D396
BMB10,SSK06,CLW00,C2460,M0139,D298
BNS10,PCL02,STE05,C3147,M0028,D363
BOO10,YOG06,BROWN,C4443,M0539,D387
BRY10,HIR03,KIT96,C4565,M0054,D470
CCH10,PAN06,SYC00,C3362,M0848,D487
CET10,RUF02,BSY02,C3218,M0486,D232
CHD10,BIE01,STUAR,C0120,M0314,D507
CHM10,HOC05,AIDAN,C3031,M0769,D196
CLW10,STI94,NA,C4542,M0163,NA
CMR10,CLT97,NA,C3998,M0885,NA
CMT10,MLN00,SYC02,C5399,M0477,D228
CND10,TIN98,CLW00,C4441,M0085,D298
CNT10,GLI06,SYC02,C2906,M0953,D228
CRX10,LMS06,ROGER,C1539,M0629,D207
CYA10,AZU05,NA,C2399,M0499,NA
DAI10,MRG03,SYC00,C1086,M0742,D487
DIN10,CMR05,STUAR,C3469,M0677,D507
DUB10,STI02,NA,C0283,M0596,NA
EDA10,CHD05,BSY02,C1239,M1002,D232
EMB10,CND04,KAR02,C1780,M0295,D396
FLT10,BEA05,NA,C5628,M0628,NA
FLU10,PCO06,CLW00,C0796,M0739,D298
FTH10,WSD00,MOU02,C5149,M0221,D418
GKG10,CED04,RUSTY,C3304,M0157,D151
GNB10,SLO01,CLW00,C5158,M0867,D298
HAZ10,LCH06,TNG97,C0635,M0017,D229
HED10,IVY97,FLG00,C1164,M0725,D071
HIM10,OXY06,NA,C3997,M0040,NA
HOO10,CGH00,RUM04,C5198,M0615,D262
HUGHE,NA,NA,C3398,NA,NA
IOLOO,D0531,MNS06,C1508,M0020,D374
JEE10,HAL90,D0541,C1875,M0644,D305
LAURE,D0537,ARCHI,C5577,M0882,D184
LAZ10,AZU07,NA,C4635,M0907,NA
LCH10,CED00,KAR02,C5340,M0724,D396
LEI10,RAP06,PERCY,C3706,M0080,D216
LMS10,GOD94,MOU02,C1650,M0404,D418
LUN10,BSY04,D0541,C5482,M0060,D305
LUT10,FDL03,SPD01,C2553,M0046,D053
MAJ10,PRC06,TNG97,C0782,M0820,D229
MCD10,WAL06,FLG00,C2044,M0319,D071
MDD10,MEG06,NA,C3464,M0240,NA
MEG10,MAR95,NA,C2185,M0654,NA
MIC10,SCR04,PROXY,C1410,M0694,D343
MLN10,BEE93,NA,C4504,M0208,NA
MLT10,CRM03,NA,C4742,M0114,NA
MTT10,TNG99,MOU02,C5259,M0217,D418
MYF10,BUT06,NA,C5800,M0967,NA
NAV10,SEQ05,STUAR,C0433,M0458,D507
NEC10,SPL98,STERN,C3401,M0149,D131
ONY10,RBY05,FRT05,C1306,M0305,D337
OPA10,STO96,PERCY,C4783,M0904,D216
ORY10,JAE02,AIDAN,C3887,M1026,D196
PCN10,WAL02,FLG00,C0732,M0425,D071
PEA10,NEC05,WILTS,C1401,M0530,D445
PHA10,LPA04,ALD99,C4369,M0924,D154
PKN10,CNK04,NA,C0641,M0786,NA
POT10,TRT05,PERCY,C3064,M0647,D216
PPY10,HON06,ICE03,C2511,M0861,D489
PSS10,CND06,SYC00,C4391,M0492,D487
PUF10,POM97,EID01,C4193,M0864,D334
PUM10,CND03,ROGER,C0632,M0833,D207
RBY10,STO98,CLW00,C4003,M0393,D298
RDD10,CLK04,PERCY,C3011,M0436,D216
RPP10,RUF00,BRAVO,C5501,M0865,D204
RUB10,GRA98,FLG00,C3052,M0729,D071
RUF10,GOD97,STUAR,C3432,M0035,D507
RUI10,KLD05,EID01,C5858,M0323,D334
SAG10,SEM95,FRT05,C1559,M0370,D337
SIT10,UKL06,SPD01,C3951,M0380,D053
SLL10,PAN00,NA,C5654,M1021,NA
SLR10,FLG98,ART00,C3657,M0546,D042
SOX10,SEQ01,BRAVO,C2219,M0880,D204
STN10,LMS05,MOU02,C0722,M0696,D418
TBS10,BNS07,NA,C5676,M0247,NA
TSU10,MNS03,AIDAN,C0018,M0339,D196
TUI10,TTL04,NA,C0904,M0094,NA
TWL10,WIS06,SKU97,C4845,M0128,D315
TWX10,WIS01,NA,C0327,M0255,NA
ULU10,DID06,NA,C4056,M0478,NA
USS10,MEE05,AIDAN,C4010,M0476,D196
VES10,NET02,FLG00,C5520,M0433,D071
WAL10,DIC95,NA,C1772,M0796,NA
WAS10,BUM06,FLG00,C0263,M0327,D071
WHF10,WHZ02,PERCY,C2927,M0435,D216
WHZ10,CGH94,FRA98,C5832,M0701,D349
WIS10,CRB95,NA,C3253,M0889,NA
WRE10,WAG96,NA,C5799,M0761,NA
YOS10,SEQ96,SYC00,C1852,M0978,D487
ARA09,HED01,FLG00,C0812,M0001,D071
ARB09,COF01,NA,C5479,M0408,NA
ASB09,HOO05,FRT02,C4668,M0219,D202
AXL09,SLA03,NA,C0745,M0568,NA
AYE09,MEE03,AIDAN,C4846,M1014,D196
AZU09,CRM01,ZUC98,C1543,M0088,D129
BNS09,PCL02,D0552,C5838,M0028,D086
BOU09,WIS04,ART00,C3252,M0508,D042
BRY09,HIR03,EID01,C0218,M0054,D334
BTT09,RIB05,HAW99,C2827,M0589,D293
BUM09,NET99,HAW99,C3457,M0479,D293
CBL09,GRA02,SYC00,C3163,M0788,D487
CBS09,ZUC03,PERCY,C2766,M0985,D216
CER09,PRC02,NA,C1708,M0355,NA
CET09,RUF02,MOU02,C0648,M0486,D418
CHK09,SOX04,BSY02,C5265,M0147,D232
CLR09,ZUC01,PERCY,C0749,M0166,D216
CLV09,KNO02,WAG98,C0489,M0262,D386
CMR09,CLT97,NA,C5019,M0885,NA
CNK09,BEA00,NA,C5724,M0449,NA
CNN09,RUM01,MOU02,C5502,M0721,D418
CPY09,MOU03,EID01,C0317,M0384,D334
CSH09,WAL03,FLG00,C1496,M0642,D071
CYA09,AZU05,BROWN,C3182,M0499,D387
DAW09,SLO05,SYC00,C3453,M0720,D487
DID09,FDL00,MOU05,C3307,M0101,D332
DUB09,STI02,SYC00,C0836,M0596,D487
EDA09,CHD05,MOU02,C2653,M1002,D418
EID09,MAL93,IVY96,C4215,M0151,D331
FMR09,HOL00,EID01,C4976,M0949,D334
FRR09,FAL99,NA,C0096,M0334,NA
FUD09,WIS02,NA,C4177,M0238,NA
GKG09,CED04,D0584,C4564,M0157,D446
GLR09,LPA02,ZUC98,C0420,M0940,D129
GYP09,TIN00,WILTS,C2148,M0700,D445
HIA09,PID97,DANDP,C5060,M0620,D258
HOC09,HOL97,EID01,C4218,M0038,D334
JAD09,RBY03,NIGEL,C1701,M0244,D408
LAR09,KIT95,AIDAN,C1984,M0630,D196
LAV09,CLK06,D0547,C2203,M0850,D319
LIL09,THU96,SYC02,C1797,M0058,D228
